CustomerID,Recency,Frequency,Monetary,Cluster3,Cluster4,Cluster,ClusterLabel
12626,23,9,6620.47995525599,0,1,1,Occasional Shoppers
14819,64,2,272.06999874115,0,1,1,Occasional Shoppers
13089,2,97,58825.8298240304,2,2,2,Super VIPs
17453,17,2,486.719993233681,0,1,1,Occasional Shoppers
13359,63,1,439.560000419617,0,1,1,Occasional Shoppers
15297,10,3,641.94000005722,0,1,1,Occasional Shoppers
14844,63,4,3189.80994832516,0,1,1,Occasional Shoppers
12740,63,1,427.600002765656,0,1,1,Occasional Shoppers
15874,63,7,4405.8799571991,0,1,1,Occasional Shoppers
15807,50,3,903.899991035461,0,1,1,Occasional Shoppers
15129,50,11,3447.40000644326,0,1,1,Occasional Shoppers
15814,16,4,1945.32998907566,0,1,1,Occasional Shoppers
14646,1,74,280206.01943633,2,2,2,Super VIPs
14156,9,55,117379.629551768,2,2,2,Super VIPs
12646,4,2,1346.97000980377,0,1,1,Occasional Shoppers
16015,3,3,705.389996089041,0,1,1,Occasional Shoppers
16931,5,21,4604.21996736526,0,0,0,Loyal Customers
16686,47,7,3062.82997886091,0,1,1,Occasional Shoppers
17131,5,5,2463.16999599338,0,1,1,Occasional Shoppers
12844,29,2,325.959996849298,0,1,1,Occasional Shoppers
12473,29,5,3938.55002367496,0,1,1,Occasional Shoppers
17901,29,1,110.380000174046,0,1,1,Occasional Shoppers
13230,4,14,2806.96999050677,0,1,1,Occasional Shoppers
14297,17,4,1305.33000206947,0,1,1,Occasional Shoppers
13408,1,62,28117.0398488939,2,0,0,Loyal Customers
17324,17,4,990.230014741421,0,1,1,Occasional Shoppers
13681,17,4,827.829993665218,0,1,1,Occasional Shoppers
14515,17,6,2102.08998173475,0,1,1,Occasional Shoppers
13599,1,21,5153.66993990541,0,0,0,Loyal Customers
12921,9,37,16587.0899298489,0,0,0,Loyal Customers
16265,9,9,5446.999971807,0,1,1,Occasional Shoppers
13854,8,25,8109.52002263069,0,0,0,Loyal Customers
12572,8,2,1020.41999716312,0,1,1,Occasional Shoppers
12901,8,28,17654.5396937728,0,0,0,Loyal Customers
14869,8,2,725.699992269278,0,1,1,Occasional Shoppers
13102,1,24,6424.09000992775,0,0,0,Loyal Customers
13495,7,5,2044.86998653412,0,1,1,Occasional Shoppers
12681,14,22,13787.539919585,0,0,0,Loyal Customers
17017,2,20,8694.26003208756,0,0,0,Loyal Customers
18119,367,1,181.119996964931,1,3,3,Churned Customers
15002,115,4,1641.75999367237,0,1,1,Occasional Shoppers
14723,10,6,1158.29999444634,0,1,1,Occasional Shoppers
13869,123,4,3104.94997808337,0,1,1,Occasional Shoppers
14032,2,11,2975.58998319507,0,1,1,Occasional Shoppers
14062,9,12,10464.8498860002,0,0,0,Loyal Customers
17230,264,8,3638.409984231,1,3,3,Churned Customers
16270,353,1,1141.23999786377,1,3,3,Churned Customers
14092,7,14,4076.90997591615,0,0,0,Loyal Customers
17035,245,2,433.530001163483,1,3,3,Churned Customers
15854,4,12,2974.64992977679,0,1,1,Occasional Shoppers
14411,310,1,1062.99998664856,1,3,3,Churned Customers
13824,32,5,1698.93998885155,0,1,1,Occasional Shoppers
18250,310,1,349.269998073578,1,3,3,Churned Customers
15270,15,7,2379.490036726,0,1,1,Occasional Shoppers
13753,287,1,741.259999215603,1,3,3,Churned Customers
13666,60,3,84.6500002145767,0,1,1,Occasional Shoppers
18223,4,14,6484.53994572163,0,0,0,Loyal Customers
16473,164,3,316.110001474619,1,3,3,Churned Customers
13493,275,2,618.630005836487,1,3,3,Churned Customers
12458,71,2,947.39999806881,0,1,1,Occasional Shoppers
15062,71,4,987.85999417305,0,1,1,Occasional Shoppers
16458,2,18,3482.73995834589,0,0,0,Loyal Customers
15656,45,4,748.499996423721,0,1,1,Occasional Shoppers
14740,197,3,1448.20999884605,1,3,3,Churned Customers
13884,7,5,787.599990606308,0,1,1,Occasional Shoppers
14676,31,6,2548.2399636507,0,1,1,Occasional Shoppers
16525,2,26,13027.4498822689,0,0,0,Loyal Customers
17364,0,11,4481.17997451127,0,1,1,Occasional Shoppers
13082,126,9,3613.6300060451,0,1,1,Occasional Shoppers
14572,3,7,2832.83997258544,0,1,1,Occasional Shoppers
14794,2,7,1319.90999338776,0,1,1,Occasional Shoppers
17438,253,1,388.449997186661,1,3,3,Churned Customers
14077,40,5,499.41999900341,0,1,1,Occasional Shoppers
15210,225,1,331.180000782013,1,3,3,Churned Customers
18037,154,6,70.0200002491474,1,3,3,Churned Customers
15606,61,9,2920.15999484062,0,1,1,Occasional Shoppers
18062,173,3,720.519992589951,1,3,3,Churned Customers
16230,189,2,542.030000448227,1,3,3,Churned Customers
14245,219,2,1693.44999432564,1,3,3,Churned Customers
17443,219,1,534.239971160889,1,3,3,Churned Customers
17646,219,3,1008.38999032974,1,3,3,Churned Customers
14948,23,6,1101.96999931335,0,1,1,Occasional Shoppers
15027,30,4,1066.14999079704,0,1,1,Occasional Shoppers
13069,0,24,4436.11997658014,0,0,0,Loyal Customers
13458,7,14,9646.569989115,0,0,0,Loyal Customers
17706,4,17,10504.4899025857,0,0,0,Loyal Customers
14891,148,2,554.379991292953,1,3,3,Churned Customers
12468,187,2,729.540002703667,1,3,3,Churned Customers
14364,108,8,3717.3499404192,0,1,1,Occasional Shoppers
15453,1,7,1388.36999341846,0,1,1,Occasional Shoppers
15265,151,2,1506.11999678612,1,3,3,Churned Customers
18225,3,12,5509.11994507909,0,1,1,Occasional Shoppers
16723,91,2,589.149996995926,0,1,1,Occasional Shoppers
13901,72,5,2867.19999861717,0,1,1,Occasional Shoppers
13928,10,4,464.569998025894,0,1,1,Occasional Shoppers
12854,78,3,1324.49999970198,0,1,1,Occasional Shoppers
12364,7,4,1313.10000237823,0,1,1,Occasional Shoppers
14854,78,7,2759.82997825742,0,1,1,Occasional Shoppers
12579,78,1,440.419999480248,0,1,1,Occasional Shoppers
16136,59,3,709.379999399185,0,1,1,Occasional Shoppers
14780,54,2,447.680000901222,0,1,1,Occasional Shoppers
14547,3,8,4007.53996130824,0,1,1,Occasional Shoppers
13760,54,2,286.790000528097,0,1,1,Occasional Shoppers
18042,53,1,165.049996256828,0,1,1,Occasional Shoppers
13871,22,13,6403.24993738532,0,0,0,Loyal Customers
16626,0,17,4413.09998226166,0,0,0,Loyal Customers
13735,24,4,2885.2399725914,0,1,1,Occasional Shoppers
16438,5,5,798.349992662668,0,1,1,Occasional Shoppers
18287,42,3,1837.27999913692,0,1,1,Occasional Shoppers
17052,28,1,413.749999791384,0,1,1,Occasional Shoppers
15864,22,6,1936.31993722916,0,1,1,Occasional Shoppers
15465,19,18,7354.61990988255,0,0,0,Loyal Customers
14701,10,9,2549.36999684572,0,1,1,Occasional Shoppers
17468,10,2,137.000000476837,0,1,1,Occasional Shoppers
14755,9,11,5010.27996608615,0,1,1,Occasional Shoppers
16062,9,4,1153.61998510361,0,1,1,Occasional Shoppers
13255,9,2,399.509999752045,0,1,1,Occasional Shoppers
17062,313,4,538.369998931885,1,3,3,Churned Customers
13225,3,7,6463.83997583389,0,1,1,Occasional Shoppers
16676,33,4,1592.11999154091,0,1,1,Occasional Shoppers
14057,23,17,6217.95996198058,0,0,0,Loyal Customers
16809,23,5,914.689984977245,0,1,1,Occasional Shoppers
16948,138,3,435.019989877939,0,1,1,Occasional Shoppers
17102,261,1,25.5,1,3,3,Churned Customers
18191,261,1,207.800003051758,1,3,3,Churned Customers
16859,144,2,747.80999481678,1,1,1,Occasional Shoppers
15245,134,3,2515.83998650312,0,1,1,Occasional Shoppers
17250,3,2,384.519999116659,0,1,1,Occasional Shoppers
15641,105,4,1887.19999569654,0,1,1,Occasional Shoppers
16022,260,1,628.279996275902,1,3,3,Churned Customers
12733,234,1,383.949996948242,1,3,3,Churned Customers
17505,161,2,1145.83999335766,1,3,3,Churned Customers
13552,66,12,3740.06995978951,0,1,1,Occasional Shoppers
14037,176,2,147.199999570847,1,3,3,Churned Customers
16498,161,2,100.969998776913,1,3,3,Churned Customers
16317,119,3,1341.64999261498,0,1,1,Occasional Shoppers
15505,52,5,3610.9599801898,0,1,1,Occasional Shoppers
17339,94,2,243.360001087189,0,1,1,Occasional Shoppers
13889,92,1,416.899986743927,0,1,1,Occasional Shoppers
16418,44,3,675.269993960857,0,1,1,Occasional Shoppers
12592,92,2,437.600001811981,0,1,1,Occasional Shoppers
16468,74,1,74.8999977111816,0,1,1,Occasional Shoppers
14109,72,1,144.199999570847,0,1,1,Occasional Shoppers
17829,298,1,889.239988803864,1,3,3,Churned Customers
13914,11,2,626.449993133545,0,1,1,Occasional Shoppers
13136,56,5,2607.60997071862,0,1,1,Occasional Shoppers
17042,2,5,1044.37999415398,0,1,1,Occasional Shoppers
13017,7,1,204.0,0,1,1,Occasional Shoppers
17022,31,1,70.9999983310699,0,1,1,Occasional Shoppers
15671,18,7,2657.12997150421,0,1,1,Occasional Shoppers
12507,134,3,1304.81000518799,0,1,1,Occasional Shoppers
17357,24,2,388.139997929335,0,1,1,Occasional Shoppers
12693,127,4,855.909995555878,0,1,1,Occasional Shoppers
16485,77,1,363.649996578693,0,1,1,Occasional Shoppers
13277,15,4,258.399997711182,0,1,1,Occasional Shoppers
18032,334,1,73.4999985694885,1,3,3,Churned Customers
12686,371,1,89.1399998664856,1,3,3,Churned Customers
12864,138,1,147.119997382164,1,1,1,Occasional Shoppers
17879,173,1,178.519996762276,1,3,3,Churned Customers
18136,63,3,784.329991817474,0,1,1,Occasional Shoppers
13703,318,1,99.4999980926514,1,3,3,Churned Customers
14651,67,2,654.59999999404,0,1,1,Occasional Shoppers
15057,275,2,1489.49999660254,1,3,3,Churned Customers
12545,75,2,1000.39000511169,0,1,1,Occasional Shoppers
14485,38,1,165.749998927116,0,1,1,Occasional Shoppers
17082,33,2,2003.84999203682,0,1,1,Occasional Shoppers
15567,18,1,186.009996175766,0,1,1,Occasional Shoppers
16240,24,2,3718.79998400807,0,1,1,Occasional Shoppers
14438,306,1,131.900002717972,1,3,3,Churned Customers
17203,35,6,3563.84996443987,0,1,1,Occasional Shoppers
12478,3,1,680.989995956421,0,1,1,Occasional Shoppers
15861,12,8,3165.36000095308,0,1,1,Occasional Shoppers
17864,12,3,597.49999165535,0,1,1,Occasional Shoppers
13072,266,1,177.149999141693,1,3,3,Churned Customers
13527,33,7,2287.5099773407,0,1,1,Occasional Shoppers
12438,14,2,2906.84999501705,0,1,1,Occasional Shoppers
18270,38,2,283.150000810623,0,1,1,Occasional Shoppers
17666,3,2,728.159992933273,0,1,1,Occasional Shoppers
14428,7,5,1244.82998514175,0,1,1,Occasional Shoppers
16621,51,4,813.47999382019,0,1,1,Occasional Shoppers
13626,252,1,257.230000734329,1,3,3,Churned Customers
15478,40,2,1441.41998076439,0,1,1,Occasional Shoppers
12849,31,2,1050.89000302553,0,1,1,Occasional Shoppers
14921,30,2,1316.06999331713,0,1,1,Occasional Shoppers
12532,30,1,349.829995155334,0,1,1,Occasional Shoppers
13429,10,4,1006.79997324944,0,1,1,Occasional Shoppers
17652,25,12,4867.7199665606,0,1,1,Occasional Shoppers
15211,60,2,894.409996509552,0,1,1,Occasional Shoppers
15858,15,5,1438.84998662025,0,1,1,Occasional Shoppers
14857,59,2,1173.11998808384,0,1,1,Occasional Shoppers
12824,59,1,397.120000839233,0,1,1,Occasional Shoppers
14710,14,4,606.130000136793,0,1,1,Occasional Shoppers
13919,59,2,384.809996932745,0,1,1,Occasional Shoppers
13309,7,5,1456.78998148441,0,1,1,Occasional Shoppers
13028,22,2,661.319996476173,0,1,1,Occasional Shoppers
14482,18,6,2068.1499684006,0,1,1,Occasional Shoppers
16013,3,47,37130.5996050835,2,0,0,Loyal Customers
17865,30,20,10526.3199158311,0,0,0,Loyal Customers
16454,44,2,6.90000009536743,0,1,1,Occasional Shoppers
17831,33,1,35.4000005722046,0,1,1,Occasional Shoppers
17389,0,34,31833.679707408,0,0,0,Loyal Customers
13139,16,7,5064.93995505571,0,1,1,Occasional Shoppers
12408,32,5,2888.54999339581,0,1,1,Occasional Shoppers
13717,32,6,1445.00999179482,0,1,1,Occasional Shoppers
15434,8,5,1041.47998201847,0,1,1,Occasional Shoppers
17219,31,1,114.229998886585,0,1,1,Occasional Shoppers
16945,21,19,4345.4999423027,0,0,0,Loyal Customers
13632,24,5,2121.26999074221,0,1,1,Occasional Shoppers
13596,5,2,697.039995640516,0,1,1,Occasional Shoppers
17236,12,6,916.129996180534,0,1,1,Occasional Shoppers
17924,11,7,2962.49999934435,0,1,1,Occasional Shoppers
16539,2,4,1388.80999469757,0,1,1,Occasional Shoppers
15136,2,4,1286.69999027252,0,1,1,Occasional Shoppers
18273,2,3,203.999996185303,0,1,1,Occasional Shoppers
17602,2,6,5102.96994796395,0,1,1,Occasional Shoppers
12935,2,7,2160.69999918342,0,1,1,Occasional Shoppers
13394,1,8,2520.01997876167,0,1,1,Occasional Shoppers
15877,1,2,493.279996663332,0,1,1,Occasional Shoppers
16367,37,2,804.48999029398,0,1,1,Occasional Shoppers
15689,119,2,254.099997520447,0,1,1,Occasional Shoppers
17576,8,19,3622.67998373508,0,0,0,Loyal Customers
14907,3,7,3501.09997582436,0,1,1,Occasional Shoppers
18239,218,5,1561.61000096798,1,3,3,Churned Customers
12559,310,2,561.709994375706,1,3,3,Churned Customers
13819,301,3,1140.34999847412,1,3,3,Churned Customers
12662,0,11,3849.77999153733,0,1,1,Occasional Shoppers
14497,309,1,475.36999630928,1,3,3,Churned Customers
17457,126,5,1737.69997620583,0,1,1,Occasional Shoppers
16938,8,4,2736.38000410795,0,1,1,Occasional Shoppers
17226,308,1,393.489999890327,1,3,3,Churned Customers
16725,302,7,781.019990369678,1,3,3,Churned Customers
13334,82,3,3536.81995812058,0,1,1,Occasional Shoppers
13955,154,2,322.960000872612,1,3,3,Churned Customers
14048,305,1,409.929997205734,1,3,3,Churned Customers
12576,35,5,1315.82999682426,0,1,1,Occasional Shoppers
15944,276,1,325.099997997284,1,3,3,Churned Customers
16710,19,10,2483.0399749577,0,1,1,Occasional Shoppers
12924,88,4,933.699991285801,0,1,1,Occasional Shoppers
15502,15,12,10384.92993626,0,0,0,Loyal Customers
17848,81,9,901.199999630451,0,1,1,Occasional Shoppers
13018,16,28,7277.6999566853,0,0,0,Loyal Customers
12348,75,4,1797.23999667168,0,1,1,Occasional Shoppers
15442,248,1,593.999977111816,1,3,3,Churned Customers
16394,56,5,1555.33997511864,0,1,1,Occasional Shoppers
13266,11,12,3834.25998294353,0,1,1,Occasional Shoppers
17133,15,7,4892.24005377293,0,1,1,Occasional Shoppers
16700,8,13,5076.54995718598,0,1,1,Occasional Shoppers
12502,95,5,3723.86998403072,0,1,1,Occasional Shoppers
17423,46,2,698.410003185272,0,1,1,Occasional Shoppers
15757,65,2,714.419993698597,0,1,1,Occasional Shoppers
12414,217,3,562.409989178181,1,3,3,Churned Customers
14159,19,11,4693.00997157395,0,1,1,Occasional Shoppers
16462,73,3,136.0,0,1,1,Occasional Shoppers
17015,28,3,1842.5599835515,0,1,1,Occasional Shoppers
16081,56,5,2806.90000531077,0,1,1,Occasional Shoppers
12731,23,12,18895.9098916054,0,0,0,Loyal Customers
17867,30,6,1197.10000652075,0,1,1,Occasional Shoppers
16112,143,4,195.740001440048,0,1,1,Occasional Shoppers
17287,26,7,1064.11000308394,0,1,1,Occasional Shoppers
15587,50,4,913.680009841919,0,1,1,Occasional Shoppers
14720,5,3,663.809993505478,0,1,1,Occasional Shoppers
16206,54,4,537.060000091791,0,1,1,Occasional Shoppers
12884,88,1,309.049996376038,0,1,1,Occasional Shoppers
16360,4,6,3512.52999170125,0,1,1,Occasional Shoppers
12756,86,1,112.08000254631,0,1,1,Occasional Shoppers
15622,43,9,3709.55998027325,0,1,1,Occasional Shoppers
17321,8,2,700.859994590282,0,1,1,Occasional Shoppers
15111,29,3,1567.47997659445,0,1,1,Occasional Shoppers
16556,66,7,3313.78996968269,0,1,1,Occasional Shoppers
16743,29,7,2238.0899797678,0,1,1,Occasional Shoppers
13853,57,1,1090.13999032974,0,1,1,Occasional Shoppers
16904,4,16,3754.26996034384,0,0,0,Loyal Customers
15018,38,3,496.209999479353,0,1,1,Occasional Shoppers
17720,26,4,1195.94000339508,0,1,1,Occasional Shoppers
17763,263,1,15.0,1,3,3,Churned Customers
14226,28,5,2232.19000425935,0,1,1,Occasional Shoppers
14424,17,1,322.080001831055,0,1,1,Occasional Shoppers
16131,51,6,3506.53999912739,0,1,1,Occasional Shoppers
13700,26,10,2265.11998027563,0,1,1,Occasional Shoppers
18035,35,3,730.40000641346,0,1,1,Occasional Shoppers
17591,73,7,2225.96995216608,0,1,1,Occasional Shoppers
13173,4,2,353.649994507432,0,1,1,Occasional Shoppers
13904,37,2,332.640000760555,0,1,1,Occasional Shoppers
13878,54,1,1281.52999353409,0,1,1,Occasional Shoppers
12627,10,7,4478.52998292446,0,1,1,Occasional Shoppers
15179,18,5,2206.94998821616,0,1,1,Occasional Shoppers
13121,269,1,283.730001270771,1,3,3,Churned Customers
14481,164,2,636.510003209114,1,3,3,Churned Customers
14261,50,2,1163.45000004768,0,1,1,Occasional Shoppers
14176,297,4,576.8999979496,1,3,3,Churned Customers
13844,11,1,361.619999885559,0,1,1,Occasional Shoppers
15952,33,4,806.569996237755,0,1,1,Occasional Shoppers
13972,70,2,190.249998748302,0,1,1,Occasional Shoppers
17176,201,1,306.129997164011,1,3,3,Churned Customers
16804,23,3,536.9899944067,0,1,1,Occasional Shoppers
14669,241,3,1269.98999774456,1,3,3,Churned Customers
14388,10,8,3212.83995917439,0,1,1,Occasional Shoppers
16113,183,1,161.379998922348,1,3,3,Churned Customers
16488,33,3,498.799997866154,0,1,1,Occasional Shoppers
18221,22,5,1041.60999560356,0,1,1,Occasional Shoppers
17523,11,4,652.740007668734,0,1,1,Occasional Shoppers
12645,33,4,1775.17999148369,0,1,1,Occasional Shoppers
16582,113,1,313.620000660419,0,1,1,Occasional Shoppers
14329,17,7,5014.83995985985,0,1,1,Occasional Shoppers
14549,311,1,289.239998757839,1,3,3,Churned Customers
16369,18,3,1553.6599971503,0,1,1,Occasional Shoppers
16607,17,14,3347.70997326076,0,1,1,Occasional Shoppers
16642,4,2,688.329994916916,0,1,1,Occasional Shoppers
13300,169,1,371.889998793602,1,3,3,Churned Customers
16045,119,4,1340.700001508,0,1,1,Occasional Shoppers
12680,0,4,862.810000061989,0,1,1,Occasional Shoppers
16878,84,1,13.299999833107,0,1,1,Occasional Shoppers
18171,58,5,1231.30998337269,0,1,1,Occasional Shoppers
13003,105,3,149.049999952316,0,1,1,Occasional Shoppers
17101,10,4,1621.72999215126,0,1,1,Occasional Shoppers
14023,7,2,584.069995641708,0,1,1,Occasional Shoppers
12952,5,4,1387.78998422623,0,1,1,Occasional Shoppers
16897,299,2,289.779998064041,1,3,3,Churned Customers
13529,78,2,307.760003566742,0,1,1,Occasional Shoppers
14592,35,3,570.459997743368,0,1,1,Occasional Shoppers
14820,21,4,507.290000081062,0,1,1,Occasional Shoppers
14116,19,5,1382.73999595642,0,1,1,Occasional Shoppers
14414,91,7,1496.97999188304,0,1,1,Occasional Shoppers
14805,15,4,554.649995565414,0,1,1,Occasional Shoppers
14830,53,1,197.129997044802,0,1,1,Occasional Shoppers
15637,52,1,223.359997868538,0,1,1,Occasional Shoppers
15680,9,3,1333.67999327183,0,1,1,Occasional Shoppers
14295,40,1,166.199993133545,0,1,1,Occasional Shoppers
15043,31,1,536.999988555908,0,1,1,Occasional Shoppers
16284,31,2,823.969995886087,0,1,1,Occasional Shoppers
13522,30,1,125.799999713898,0,1,1,Occasional Shoppers
18274,30,1,175.919999718666,0,1,1,Occasional Shoppers
15850,19,2,238.849997118115,0,1,1,Occasional Shoppers
17253,18,1,178.259996712208,0,1,1,Occasional Shoppers
18096,11,3,911.149991452694,0,1,1,Occasional Shoppers
16274,373,1,357.949999809265,1,3,3,Churned Customers
18196,95,2,689.129998296499,0,1,1,Occasional Shoppers
17830,1,3,398.699998378754,0,1,1,Occasional Shoppers
13751,288,1,296.249994903803,1,3,3,Churned Customers
13851,95,3,2651.4599968493,0,1,1,Occasional Shoppers
16063,260,1,335.320000648499,1,3,3,Churned Customers
15716,145,4,1118.8100079596,0,1,1,Occasional Shoppers
16777,80,2,226.34999781847,0,1,1,Occasional Shoppers
13368,256,2,623.399995088577,1,3,3,Churned Customers
13649,256,2,346.599996089935,1,3,3,Churned Customers
15068,46,2,553.35999892652,0,1,1,Occasional Shoppers
17670,227,1,205.699997901917,1,3,3,Churned Customers
16965,226,1,201.189997732639,1,3,3,Churned Customers
15143,225,1,259.449999004602,1,3,3,Churned Customers
12670,10,5,2996.04997849464,0,1,1,Occasional Shoppers
16709,84,5,3029.86998796463,0,1,1,Occasional Shoppers
18018,108,2,122.140000075102,0,1,1,Occasional Shoppers
17058,81,3,1179.88998773694,0,1,1,Occasional Shoppers
15314,199,1,327.969997644424,1,3,3,Churned Customers
15825,172,1,532.939997434616,1,3,3,Churned Customers
13461,38,3,1444.99999904633,0,1,1,Occasional Shoppers
13477,37,6,1454.57998797297,0,1,1,Occasional Shoppers
12763,138,2,494.080007910728,0,1,1,Occasional Shoppers
14660,86,2,285.740003287792,0,1,1,Occasional Shoppers
17033,86,3,1030.13997730613,0,1,1,Occasional Shoppers
14227,26,10,3350.95996665955,0,1,1,Occasional Shoppers
17898,85,2,152.059997051954,0,1,1,Occasional Shoppers
12434,84,2,806.139993309975,0,1,1,Occasional Shoppers
16690,72,2,225.580001592636,0,1,1,Occasional Shoppers
15690,4,2,239.759998440742,0,1,1,Occasional Shoppers
12917,128,1,593.999977111816,0,1,1,Occasional Shoppers
14975,57,1,279.93999761343,0,1,1,Occasional Shoppers
16106,65,1,108.380001068115,0,1,1,Occasional Shoppers
13810,28,3,1499.00999450684,0,1,1,Occasional Shoppers
12695,7,4,582.099991798401,0,1,1,Occasional Shoppers
16239,56,2,414.199996471405,0,1,1,Occasional Shoppers
12783,2,6,2225.90997439623,0,1,1,Occasional Shoppers
14937,56,3,1621.88000440598,0,1,1,Occasional Shoppers
15620,56,3,1553.17999279499,0,1,1,Occasional Shoppers
12477,22,6,13219.7398999929,0,1,1,Occasional Shoppers
15605,36,5,1198.22998738289,0,1,1,Occasional Shoppers
16333,7,22,26626.7992043495,0,0,0,Loyal Customers
13467,10,2,1083.70999184251,0,1,1,Occasional Shoppers
17076,36,3,841.079984903336,0,1,1,Occasional Shoppers
13447,23,3,1129.13998824358,0,1,1,Occasional Shoppers
15061,3,48,54534.139646709,2,0,0,Loyal Customers
12474,17,18,7375.78999897838,0,0,0,Loyal Customers
